id,user_type,country,sector,energy_usage_kwh,transport_emissions_kg,diet_impact,carbon_offset_tons,renewable_energy_percentage,policy_incentives,emissions_tons,timestamp
4235,Industry,UK,Power,49298.93963,53.21109841,Medium,9.619365121,25,1,80.40892937,1641348351
4236,Individual,Germany,Manufacturing,19565.93404,77.16217547,Low,2.593374612,25,1,59.49224279,1668798031
4237,Business,USA,Manufacturing,35060.86999,48.11813923,Low,7.527564407,25,0,55.99333322,1614917251
4238,Individual,India,Agriculture,19496.42132,65.46395442,Medium,3.340542017,50,0,28.65787253,1630947765
4239,Individual,Germany,Transport,23480.46714,148.1403087,Medium,6.262801793,100,1,65.49388326,1653802429
4240,Business,UK,Agriculture,25947.81401,131.7196602,High,1.835485669,100,1,0.827830238,1626005347
4241,Business,Germany,Agriculture,36742.9819,187.2599936,Low,2.701865992,50,0,74.87841746,1644852536
4242,Individual,China,Residential,9098.113168,163.5553902,Low,7.377129499,50,0,22.20288517,1616458993
4243,Industry,USA,Agriculture,32838.84673,6.603037032,Medium,3.277473673,50,0,44.9657355,1665705541
4244,Individual,UK,IT,43261.07516,93.88790761,Medium,7.796641101,75,0,26.76518158,1650276910
4245,Industry,USA,Transport,46788.35637,3.535044127,Medium,8.851422951,50,0,25.43836787,1663919787
4246,Individual,USA,Power,40465.52549,97.07432111,Low,2.985689064,0,1,31.5632736,1625636310
4247,Individual,China,Power,3749.732898,179.4054446,Medium,3.776623844,0,1,77.52098063,1653019600
4248,Individual,Brazil,Power,9595.408158,46.24709861,Low,6.571754433,50,0,96.67078994,1624284739
4249,Individual,USA,IT,41816.68834,36.48096983,High,1.517633629,100,1,46.62815747,1654375104
4250,Individual,China,IT,45663.02114,133.665226,Medium,5.060031593,100,0,62.03889257,1669198618
4251,Individual,India,Agriculture,22610.77493,155.7425553,Low,7.306983049,25,0,35.25452912,1621803086
4252,Business,Germany,Transport,4347.186631,111.7650752,Medium,1.579940701,0,1,85.1802322,1634034267
4253,Individual,India,Manufacturing,20008.94668,72.42920793,Low,1.592685837,75,1,60.87079084,1664456548
4254,Industry,USA,IT,46009.82053,149.5294425,Low,0.059549007,75,0,23.41149647,1635296867
4255,Individual,UK,Manufacturing,37605.23393,99.81365672,High,5.393717474,100,0,46.70400418,1609506576
4256,Individual,India,Residential,46235.62452,38.98986614,High,9.420724794,75,1,95.03208237,1616931192
4257,Individual,China,Agriculture,42421.72974,195.2665373,High,9.141516757,0,0,64.25655574,1615059131
4258,Industry,UK,Residential,41479.60031,87.10336955,Medium,2.893625124,0,0,93.72160837,1622417776
4259,Business,Germany,Manufacturing,44625.00694,61.27574822,Low,3.262267597,25,0,1.419604006,1659461915
4260,Individual,China,Power,31849.63071,128.8013903,Medium,0.813629879,25,0,12.41036869,1634525603
4261,Business,USA,Agriculture,3909.032454,147.1492987,Medium,8.739690382,100,1,60.36052071,1664825235
4262,Individual,India,Residential,804.945813,97.41958806,Medium,4.030272021,0,0,53.71726802,1668395143
4263,Individual,India,Manufacturing,32578.84049,117.1169655,Medium,8.396296219,25,0,96.00233167,1650003592
4264,Individual,Germany,Transport,36552.5072,165.0600206,High,5.772967823,50,0,17.2628302,1658091599
4265,Individual,Brazil,IT,49444.70152,117.1423891,High,0.715604124,0,1,66.34366814,1629598985
4266,Business,UK,Agriculture,34044.6473,63.66074083,Medium,6.742495643,0,1,40.51014403,1652873042
4267,Business,Germany,Residential,28628.7606,144.7043573,Low,3.482261645,75,0,29.82478549,1652750650
4268,Business,China,Residential,9890.656376,39.6096348,Medium,2.265956761,0,1,44.23235736,1644082553
4269,Industry,USA,Manufacturing,1894.749637,56.67542513,High,0.902852643,50,0,97.96485944,1660418151
4270,Industry,India,Power,4087.896425,7.473052218,Low,4.346642186,50,0,38.70453601,1633257478
4271,Business,UK,IT,7202.144606,156.9074988,Medium,3.229277435,25,0,8.750267691,1619211904
4272,Industry,India,Transport,21566.26538,6.117419829,Medium,0.131320104,75,0,66.35485569,1629373735
4273,Individual,USA,Agriculture,4959.76472,60.64046345,Medium,7.571428214,50,0,52.85534753,1666354085
4274,Individual,USA,Power,9282.625904,34.03161481,Low,5.047770239,0,0,66.23288509,1652013959
4275,Business,Brazil,Power,19487.71375,196.9260498,Low,4.445325803,0,1,18.4171966,1619285766
4276,Individual,Germany,Transport,33711.33136,76.17565364,Medium,6.716259823,50,0,42.30962483,1610524348
4277,Industry,Germany,Residential,18292.22411,144.3858592,Medium,2.074763675,25,0,32.42131407,1644827717
4278,Individual,India,Residential,30611.14439,4.358904449,High,1.832917181,25,0,17.35127741,1666195466
4279,Industry,China,Transport,43633.40384,143.4078889,Medium,7.81004371,50,0,99.81497959,1653601532
4280,Business,UK,Manufacturing,10626.71299,138.1332746,Low,5.04944267,0,0,95.48938706,1651987703
4281,Individual,India,Power,20687.92465,83.53592674,Medium,7.990896504,0,1,71.7492716,1619111127
4282,Individual,UK,Power,20749.63863,54.52949212,Medium,3.525527438,25,0,85.68515407,1639558972
4283,Individual,UK,Residential,2765.185945,84.23578458,Medium,8.193344164,50,0,99.9806164,1665924469
4284,Individual,UK,Manufacturing,15493.39511,30.61410655,Medium,6.974735406,100,0,69.84367674,1652843123
4285,Individual,USA,Power,32296.64745,61.70464363,Medium,5.858707377,100,1,80.33114564,1619303684
4286,Business,Germany,Residential,23887.39261,155.8423589,High,4.077835542,50,0,23.26474538,1670181348
4287,Industry,Brazil,Transport,42016.93517,3.707027537,Medium,2.19406448,25,0,72.47554959,1669513101
4288,Business,Germany,Power,28343.43282,131.8105782,Low,8.685487274,25,1,54.13398593,1639937857
4289,Individual,USA,Residential,5518.289141,199.4526836,High,6.231608485,0,0,54.22268313,1648599210
4290,Individual,UK,Agriculture,35843.88475,62.86470185,Medium,8.328163583,100,0,38.44836254,1664930052
4291,Business,China,Manufacturing,47595.75674,166.7967993,Medium,7.077874032,75,1,7.320333406,1646639441
4292,Individual,Brazil,Transport,37686.86868,190.9547494,Medium,5.751728493,50,1,17.61851965,1650124323
4293,Individual,Brazil,Transport,41281.56797,71.54552868,Low,1.199013307,75,0,62.78068906,1628243552
4294,Individual,Germany,Manufacturing,45097.56731,113.5436443,Medium,6.00477838,0,0,73.48725124,1646322916
4295,Business,India,Manufacturing,4326.863387,116.8784229,High,2.246201735,0,0,32.37588133,1659751972
4296,Industry,Germany,IT,45598.12465,9.176534884,Medium,1.501237119,50,0,61.81835274,1638915426
4297,Business,UK,Agriculture,6412.973616,60.90578019,Medium,8.514946826,25,1,23.31170638,1660650661
4298,Business,China,Manufacturing,38102.33346,171.9512423,Medium,4.343829875,75,0,21.1001649,1623104397
4299,Industry,China,IT,15659.21537,150.9621932,Low,1.886663059,0,1,9.183466389,1663758361
4300,Industry,USA,Agriculture,20760.81978,27.57369981,Low,6.896979515,75,0,36.63022341,1611662977
4301,Individual,UK,Power,15803.43165,124.7275054,Low,0.35538997,25,0,27.05071834,1654422520
4302,Individual,Brazil,Transport,49906.75576,13.93642816,High,6.129703459,100,0,16.68910339,1659503574
4303,Individual,UK,Power,41102.53494,69.11811123,Low,9.716447789,50,1,68.4478756,1660966576
4304,Industry,China,Transport,9132.60677,160.3694331,Medium,2.04667123,100,0,21.00682494,1637166105
4305,Business,USA,Transport,21101.34113,163.466289,High,3.021917867,0,0,91.4064481,1649910658
4306,Industry,Brazil,IT,39509.25595,189.5687697,Low,6.781213753,0,1,82.80072171,1649100594
4307,Individual,USA,IT,48222.4086,40.24430557,High,0.794149579,75,1,80.93951035,1634353368
4308,Business,Brazil,Agriculture,6471.25916,185.4059092,High,0.393396556,75,0,65.74593267,1666564228
4309,Individual,USA,Agriculture,44130.33284,144.1706755,Medium,1.25717676,0,0,72.40371691,1610233317
4310,Individual,Germany,Residential,17542.37772,198.2008675,Low,5.860766825,75,0,97.45461164,1634281963
4311,Business,UK,Transport,39897.23204,56.60120162,Low,8.69805504,25,1,12.98726021,1631458234
4312,Industry,China,Manufacturing,33338.6916,199.8847711,Medium,5.155007685,100,1,1.171187943,1631772649
4313,Industry,India,Agriculture,32134.4689,101.205966,Medium,2.290550879,75,0,28.05215117,1652399041
4314,Business,India,Agriculture,40328.90461,97.66714288,Medium,8.796692258,75,0,86.93914928,1657206386
4315,Individual,USA,Power,24314.93367,79.91145532,Low,0.144641102,100,1,17.71551823,1665666612
4316,Individual,India,Power,30456.01727,64.81683761,High,7.414331148,25,1,88.33383476,1636007697
4317,Individual,India,Power,49032.20926,191.1597167,Low,9.820756195,50,0,68.64653425,1622406065
4318,Individual,Germany,Transport,2913.07571,87.822211,Medium,1.356802718,25,0,33.94750579,1648941445
4319,Individual,China,Transport,16912.62329,117.7244889,Medium,5.14572024,25,0,95.61826758,1648898816
4320,Individual,Germany,Power,20041.69846,124.9764736,Medium,4.091074913,0,1,60.39551525,1626319091
4321,Business,China,Power,12004.79101,25.80152545,High,9.173080957,0,1,98.74362444,1623361748
4322,Business,India,Residential,42360.31675,68.1150047,Medium,6.186177214,0,1,93.20318997,1612380361
4323,Individual,China,Residential,9875.267048,157.7106187,Medium,1.360153737,25,0,63.18361062,1658083963
4324,Business,USA,Manufacturing,26638.77873,93.7894598,Low,2.539467381,0,1,10.45181391,1626303697
4325,Individual,UK,IT,19568.13843,133.268903,High,7.018096686,25,1,16.05408473,1615282392
4326,Business,UK,Power,40576.60111,146.4010496,Medium,6.972956188,25,0,39.58451424,1628262666
4327,Individual,China,Power,12382.61397,46.93820033,Low,2.628297329,50,1,85.22694987,1641937662
4328,Business,China,IT,31951.89673,180.1643711,High,1.096309381,100,1,27.2573395,1644548231
4329,Individual,Brazil,Agriculture,21301.93162,51.71636901,Medium,7.235851635,0,0,79.37127666,1631292263
4330,Industry,USA,Transport,3177.498821,103.936014,Low,1.329643003,100,1,70.94261,1632089875
4331,Individual,Brazil,Transport,17526.39459,4.162049775,Medium,1.828951192,0,0,11.53167517,1648404311
4332,Industry,USA,Manufacturing,7007.616764,73.05757784,Low,8.967004941,25,0,83.36171622,1648454370
4333,Industry,Germany,Manufacturing,5252.478337,76.17665551,Medium,8.783404235,75,1,5.084353745,1643945756
4334,Business,Germany,Transport,12418.92961,5.882999821,Low,4.631435296,100,1,99.58849723,1647214014
4335,Industry,Germany,Power,5487.228486,28.32102049,Low,9.321646037,100,0,55.25491692,1627798089
4336,Individual,Brazil,Residential,5310.163405,78.78757008,Medium,5.627922721,75,0,65.08004859,1632232403
4337,Industry,Brazil,Manufacturing,49734.38682,28.8151766,Medium,2.965379988,0,1,78.86040161,1663521036
4338,Industry,India,Residential,23749.90495,198.0456112,Medium,5.490023482,0,0,23.51284182,1650047482
4339,Individual,Brazil,IT,49403.56548,130.5819805,Medium,9.927476574,100,1,91.42733255,1621589014
4340,Industry,UK,Power,43728.53167,49.07642946,Medium,9.329466893,50,1,17.98462969,1642283372
4341,Individual,Germany,Power,20559.64757,9.809163495,High,4.594579191,0,1,30.56533113,1624986134
4342,Individual,USA,Manufacturing,45973.64337,192.4628056,Low,0.475739325,100,0,22.8598333,1624769179
4343,Individual,Germany,Residential,2605.518527,87.98574286,Medium,8.884410243,100,0,60.51709652,1647314205
4344,Individual,Brazil,Residential,6948.337764,62.10895414,Medium,6.088124388,0,1,95.89567846,1657191702
4345,Industry,India,Residential,2696.505193,2.389876326,High,4.443277546,75,0,55.96542829,1628387570
4346,Business,USA,Transport,25253.83299,29.88671141,High,7.204240638,75,1,89.48570662,1619660021
4347,Individual,UK,IT,30686.94993,133.2470224,Low,7.91241702,0,1,12.8805142,1627136368
4348,Business,China,Residential,12673.80095,19.81229256,Medium,1.793562445,100,1,69.17416855,1635034841
4349,Business,Brazil,IT,19567.99509,136.1218419,Medium,5.824540703,50,1,73.36537994,1652640419
4350,Business,Germany,Agriculture,40799.80729,101.7756385,Low,2.726005649,75,1,42.16201263,1612546735
4351,Individual,Brazil,IT,37299.85093,142.6613653,Low,7.396596729,50,0,38.50246692,1612040640
4352,Individual,China,Agriculture,15475.70688,16.85379922,Low,2.62377855,25,0,81.4285427,1622986768
4353,Individual,Germany,IT,24927.14909,169.0340238,Medium,7.586918353,50,1,48.28837999,1623223285
4354,Industry,Germany,IT,13133.48361,74.91321087,Low,6.453039284,0,0,88.57980352,1653393255
4355,Business,India,Transport,21959.55224,48.12267205,Medium,9.5150594,0,0,67.45252016,1621147885
4356,Individual,Brazil,Residential,101.5407667,59.10315716,High,4.064626013,75,1,69.18450027,1655028523
4357,Industry,USA,Manufacturing,33484.18753,166.1675742,Medium,9.136772545,0,0,15.78252967,1654727409
4358,Business,Brazil,IT,29354.95666,16.33716358,Low,7.107631421,0,1,98.23063413,1671841740
4359,Business,UK,Transport,9967.843471,2.559045857,Medium,9.804615332,0,0,23.91307782,1661938013
4360,Business,Germany,Transport,32189.34615,40.36374276,Medium,0.971919887,75,0,24.76834588,1619097202
4361,Business,China,Manufacturing,19529.39721,62.07556575,Medium,7.945117374,50,0,85.1999636,1664754932
4362,Business,India,Transport,38865.52727,60.75756644,High,0.249243069,25,1,62.44349166,1614692747
4363,Individual,Germany,Power,14679.00625,135.3570956,Low,8.717213474,75,0,40.21621188,1654386861
4364,Industry,India,Residential,43735.15613,10.97760437,Medium,5.296018879,0,1,66.98469412,1615555636
4365,Individual,Germany,IT,48054.78413,127.1604994,High,2.216841549,25,1,41.913685,1652390736
4366,Industry,India,IT,6591.067287,99.05982867,Medium,3.6066401,100,0,83.64053661,1622419394
4367,Industry,Brazil,IT,1878.825952,0.797561186,Medium,0.873968401,0,0,48.89958801,1611222343
4368,Industry,Brazil,IT,39301.35628,34.04276613,Medium,5.229630551,25,1,45.58311634,1626080674
4369,Business,China,Agriculture,21793.4591,159.6252438,Low,7.419901236,25,0,66.57415075,1637232209
4370,Individual,India,Agriculture,20020.42211,43.5813701,Medium,2.913773541,0,1,31.36449839,1648086801
4371,Business,China,Power,2047.874753,94.32179059,Medium,3.373860108,50,0,68.46597147,1653911043
4372,Business,China,Agriculture,27654.93851,29.79294196,Low,5.573584064,100,1,49.8537205,1665918285
4373,Individual,India,Manufacturing,41678.70074,81.94931464,Medium,6.416633573,75,1,42.79207351,1609847238
4374,Industry,UK,Power,41514.94105,157.8435796,Low,0.607733639,0,0,77.13539515,1650484586
4375,Individual,USA,Agriculture,48399.52051,170.3187174,Medium,3.115279063,25,0,5.39329618,1637638939
4376,Business,Germany,Residential,37612.58683,83.85340002,High,9.273367396,25,0,41.26926454,1646740628
4377,Individual,India,Transport,42846.56717,86.46718004,High,9.052614793,0,1,82.24428794,1645991286
4378,Industry,Germany,Agriculture,21604.8605,120.5963236,High,6.899397287,0,1,50.60711052,1625189302
4379,Industry,Germany,Transport,1586.446809,107.944126,Low,9.071634023,25,1,34.5139849,1613334688
4380,Industry,Brazil,Manufacturing,10686.89129,169.4764451,Low,5.963288372,50,0,6.184517586,1663118554
4381,Individual,USA,Manufacturing,23494.21859,1.656226538,High,9.242266862,0,1,85.98680472,1642784193
4382,Individual,UK,Transport,5135.361872,48.47562829,Medium,3.884242783,25,1,91.1376754,1624706659
4383,Individual,USA,Agriculture,31560.27667,164.0452605,Low,9.821391576,25,0,46.07855756,1666553339
4384,Business,Brazil,Transport,18836.55426,102.5108042,Low,2.774679065,0,1,74.75270446,1629109937
4385,Industry,Brazil,Agriculture,9857.772328,2.520603875,Medium,9.253138735,50,1,18.34452122,1638284181
4386,Business,Germany,IT,26119.06911,186.1642116,Low,1.193025995,0,1,41.75374334,1611229895
4387,Industry,China,IT,18681.72913,50.73345085,Medium,1.288497312,75,0,84.46543383,1624369701
4388,Individual,UK,Power,21015.21749,148.4402121,Low,1.050353709,0,1,80.71716397,1624640139
4389,Individual,Germany,Agriculture,47158.87872,62.44458397,Medium,9.94254357,75,0,64.82349194,1668591507
4390,Individual,Germany,Transport,16166.44034,27.20769909,Low,5.723107355,50,0,96.86875342,1652212924
4391,Business,UK,Transport,35218.17221,94.27758884,Low,7.442389151,75,0,25.59873724,1646157390
4392,Business,USA,Manufacturing,23305.25765,9.271053833,Low,4.084439605,50,1,51.01291163,1652522407
4393,Individual,China,IT,32009.2964,191.5445159,High,7.192965444,0,0,80.96154249,1658189886
4394,Individual,USA,Residential,6124.480634,76.85507927,Medium,5.331493664,50,1,4.556415687,1653218637
4395,Individual,China,Transport,11757.1735,82.51149509,Medium,2.19800176,75,0,54.69855151,1627033363
4396,Industry,China,Transport,39397.30115,153.2034984,Low,5.329676878,25,1,76.75357296,1667328886
4397,Individual,India,IT,14784.64061,121.6172559,Medium,2.225402157,100,0,93.49665616,1634813152
4398,Industry,Germany,Agriculture,20960.31905,159.3839581,Low,5.960913963,0,0,78.71759582,1637750376
4399,Business,Brazil,Transport,10302.45728,59.06751668,Medium,4.046983356,0,0,36.71510708,1626426268
4400,Industry,Brazil,Residential,12651.15816,97.68836031,Low,9.189145479,50,1,54.86203126,1641488003
4401,Individual,Brazil,Agriculture,49073.44058,99.32111442,High,6.073257773,50,0,2.126205653,1630278052
4402,Individual,India,Residential,42556.7541,169.4074577,Low,7.888119207,50,0,71.12228215,1646788866
4403,Individual,India,Agriculture,15986.50553,123.3223493,Medium,6.523241706,75,0,86.62160873,1642318778
4404,Individual,India,Residential,2150.047986,101.3873144,Medium,9.317657093,75,0,78.46392138,1615889677
4405,Industry,USA,Manufacturing,13012.57058,154.7899315,Medium,4.790244081,0,1,99.4737368,1632468923
4406,Industry,Brazil,Residential,28512.88179,140.7314352,Medium,0.754095772,0,0,51.82390641,1636399348
4407,Individual,China,Residential,32227.50668,9.712249218,Medium,1.992799754,100,0,96.32937328,1634115325
4408,Business,China,Agriculture,5903.321336,157.9194468,High,2.91040252,25,0,99.73067323,1658249803
4409,Business,USA,IT,40779.31315,94.16764044,Low,3.636273484,0,0,26.25897804,1636204716
4410,Individual,UK,Transport,43525.3097,77.51913901,Low,6.366925335,100,1,57.47488547,1671052909
4411,Individual,China,Agriculture,30590.37296,40.3073511,Medium,3.489158875,25,0,88.55006312,1616066131
4412,Individual,Germany,Agriculture,48486.40797,68.45125361,Low,6.137268445,0,0,7.869293921,1670962694
4413,Business,Brazil,IT,18187.39958,38.59157284,Medium,7.343708287,75,1,16.41987611,1660816993
4414,Industry,UK,Manufacturing,49269.75825,78.6497137,Medium,3.741478949,0,1,26.22197564,1643447271
4415,Business,China,Power,3973.652311,30.7992242,Medium,3.575537727,25,0,61.34807974,1639331379
4416,Industry,India,Agriculture,14388.12405,125.6487063,Medium,7.623934698,75,1,66.96156708,1667248789
4417,Business,Germany,IT,22011.20873,4.346978849,Low,0.677499479,25,1,55.19632687,1660655985
4418,Business,Germany,Transport,43043.61657,164.4328972,Low,7.522859362,100,1,76.82032817,1645824717
4419,Industry,Brazil,Agriculture,3616.192617,34.08807404,Medium,9.493384546,50,0,49.11597671,1615398641
4420,Individual,USA,IT,5859.626315,142.2875004,Low,4.505027368,100,1,26.42091858,1637084149
4421,Industry,Brazil,Agriculture,45737.68048,13.34056964,Low,5.434262183,100,0,85.26587712,1621952261
4422,Business,China,IT,31118.73515,53.94013658,Low,6.719599449,100,0,64.86456554,1666682303
4423,Industry,USA,IT,49037.67042,184.6686458,Low,8.840566951,50,0,24.15781681,1657051510
4424,Business,India,Transport,40235.81157,119.8143742,Low,4.604723129,0,1,43.126914,1633109841
4425,Industry,China,Agriculture,17086.24352,37.81629798,Low,8.224308031,50,1,0.154497421,1654194166
4426,Business,UK,Power,42496.17852,108.5864627,Medium,3.663774568,25,0,8.900418107,1642071786
4427,Business,India,Residential,38944.37209,64.19551259,Medium,0.618781604,75,1,88.80224341,1655960975
4428,Industry,UK,IT,21102.63897,48.81504228,Low,7.069357363,0,0,60.1178201,1612485904
4429,Business,Brazil,Manufacturing,29690.61349,72.93823254,Low,1.816837415,0,1,76.29913729,1670189164
4430,Individual,India,Residential,27359.74676,141.9528135,Low,3.767571509,25,0,64.99730528,1637581132
4431,Individual,UK,Power,46866.57431,112.5393503,Medium,6.711355528,0,0,8.888969008,1637042611
4432,Individual,UK,Agriculture,14189.95063,52.13884677,Low,1.283996964,100,0,90.42462935,1646597490
4433,Individual,India,Transport,12220.56347,69.59372626,Low,2.024240565,50,0,22.12364091,1638044204
4434,Business,India,Manufacturing,217.1636699,89.49451867,High,4.410818343,0,0,37.27147554,1665806117
4435,Individual,China,Power,13829.58808,157.9367002,High,9.85058034,25,0,64.12944564,1659013043
4436,Industry,Brazil,Power,26444.09153,198.547177,Low,5.118807304,50,1,96.338919,1658211192
4437,Individual,China,Manufacturing,49565.11167,105.848764,Medium,3.251713163,75,1,96.95933157,1610454767
4438,Individual,UK,Residential,36538.67203,127.7941303,Low,8.030226114,100,0,24.42710324,1628246212
4439,Individual,China,Agriculture,7114.736314,15.96057398,Low,9.020449851,100,1,48.6867038,1650600269
4440,Business,Brazil,Agriculture,31231.05878,67.27002798,Medium,3.052544779,50,0,23.24912318,1624403226
4441,Individual,Brazil,IT,326.8568575,118.7180097,Low,5.379737925,50,0,13.44686281,1636738151
4442,Industry,India,Transport,41500.6373,194.5951471,Low,1.654522277,0,1,52.7674016,1610180621
4443,Industry,UK,Manufacturing,3540.492829,27.69596459,Low,5.582606462,25,0,29.47340113,1626977560
4444,Individual,India,Manufacturing,212.8293346,2.2914481,Medium,5.551694891,25,0,65.3612318,1661951496
4445,Business,China,Agriculture,6573.426188,195.3914283,Low,4.574703714,50,1,6.386553687,1623545527
4446,Business,Brazil,Agriculture,49420.99811,64.13533542,Low,6.981244464,25,0,23.69800264,1645082593
4447,Industry,Brazil,IT,7370.248732,74.04540939,Low,1.896479116,50,1,18.67588722,1646386507
4448,Industry,USA,Transport,47698.8445,71.93784267,Low,0.127294842,50,0,40.34595459,1617937841
4449,Individual,China,Power,1856.027383,193.8643605,High,4.739602187,0,0,47.42450581,1631754257
4450,Industry,UK,Residential,23215.03344,140.6092155,Medium,7.934609892,50,1,19.46371507,1642260959
4451,Business,India,Transport,17242.84725,37.62030521,Low,6.615694058,0,0,17.01222783,1621510508
4452,Industry,UK,Transport,15076.68898,126.0846281,Medium,3.921446276,100,0,49.63853975,1665406121
4453,Business,Germany,Manufacturing,8777.137691,153.1575701,Low,8.005402093,100,0,4.193798906,1636490256
4454,Business,UK,Manufacturing,6479.218016,139.9111214,Low,2.67619717,75,0,0.583868685,1637032430
4455,Individual,UK,Agriculture,9130.240211,40.46239781,Low,2.939473401,100,1,78.52549953,1671075777
4456,Industry,Germany,IT,45585.47019,152.4920887,Low,4.015455851,100,1,21.92612021,1657734187
4457,Industry,Germany,Power,9482.779961,151.5345635,Low,0.77798605,0,0,68.66978667,1669809185
4458,Individual,Brazil,Power,24589.0415,131.8769292,High,0.606921293,0,0,49.33084737,1624035664
4459,Business,UK,Agriculture,47969.41487,71.62028541,Low,5.250960382,50,0,41.81987327,1615448440
4460,Individual,Germany,Agriculture,39025.31271,26.83897151,Medium,9.831186782,25,0,44.61272205,1643990517
4461,Business,China,IT,5570.307359,81.93997836,Low,5.446391397,0,1,47.556197,1641617249
4462,Business,India,IT,47294.71114,90.71999925,Medium,6.93162466,50,1,44.72896395,1655121587
4463,Individual,China,Power,22474.15603,5.735784868,High,5.358257975,100,0,93.34768157,1625913629
4464,Industry,Germany,Power,16309.37426,149.8548387,Low,6.897368251,100,1,27.9418968,1639631417
4465,Business,China,Transport,19488.03966,144.3746442,Medium,2.320371888,25,0,24.86934763,1668873902
4466,Industry,China,Manufacturing,29642.27996,93.88599946,Medium,0.818702471,100,0,95.67961569,1623346493
4467,Individual,USA,IT,46218.44674,117.6608664,Low,6.970080413,75,0,51.04759487,1663716929
4468,Business,UK,Agriculture,13755.5693,155.489264,Low,9.276030895,100,1,11.06908049,1639201729
4469,Business,China,Transport,23575.3193,3.817580385,High,6.38441876,0,0,24.13080645,1622140964
4470,Industry,USA,Power,10479.66031,30.35514542,Low,9.020447566,75,0,16.28645484,1671786827
4471,Business,Germany,Agriculture,40361.62684,60.858655,Low,4.926127648,50,0,93.71314361,1666752112
4472,Individual,Brazil,Residential,17954.3346,179.526511,Low,8.482386872,75,1,48.60734088,1637175404
4473,Individual,Germany,Manufacturing,48479.8251,188.510941,Medium,0.146772899,75,1,99.9915913,1617262020
4474,Individual,India,Agriculture,40859.31579,142.0192493,Medium,5.950048887,50,1,48.00156283,1612550301
4475,Individual,Germany,Power,38644.80473,31.40671053,Medium,1.29616791,100,1,97.73664518,1621903843
4476,Business,USA,Residential,12154.15804,26.88941273,Medium,4.213180013,50,0,46.31776985,1618370750
4477,Individual,UK,Manufacturing,34684.24214,185.2247099,High,1.09947073,75,1,70.53258774,1652119875
4478,Business,Brazil,Agriculture,19210.4418,9.13619268,Low,9.687400855,100,0,30.53124846,1615597466
4479,Industry,UK,Manufacturing,40888.50521,199.5925911,High,0.435349066,50,0,42.78108761,1645433988
4480,Individual,India,Agriculture,31990.93067,118.2728271,Low,2.396803902,75,1,31.73211583,1614530533
4481,Individual,China,Residential,22664.36517,192.2340608,High,0.713837898,75,1,84.85930101,1609476088
4482,Individual,Brazil,Power,30059.08676,144.4318859,Low,4.664000074,50,1,29.33357037,1664975746
4483,Business,UK,Manufacturing,38782.13911,1.236974696,Medium,5.649570793,100,1,68.57047699,1648201227
4484,Individual,India,Transport,17349.08771,198.6141843,Medium,8.609096478,75,1,14.71054961,1655250456
4485,Business,India,Residential,23374.62332,65.26062619,Medium,1.631036142,75,0,79.75105342,1614237168
4486,Industry,China,Transport,20662.37821,43.56967512,Medium,2.296975058,75,0,96.40149401,1613645719
4487,Individual,UK,Agriculture,26188.83759,15.56867603,Low,6.372649441,25,0,25.81436939,1646605297
4488,Industry,Germany,Power,10743.61867,193.7387245,Medium,3.011152033,75,0,87.51060224,1621329154
4489,Business,UK,IT,37877.2721,93.87218607,Medium,9.838565146,100,1,57.67961475,1619491691
4490,Individual,China,Transport,15736.27737,68.7610373,Medium,5.688636888,50,0,66.59566194,1635036534
4491,Individual,UK,Transport,25707.05383,13.81704903,Low,0.611965174,75,0,55.06035537,1630483034
4492,Individual,UK,Power,9946.028013,160.9468116,High,9.22057645,50,0,41.32159279,1610498060
4493,Business,UK,Power,9289.165212,4.482504802,Medium,7.686044579,100,0,55.45189984,1660109084
4494,Industry,USA,IT,40024.30417,114.4006085,Medium,2.26986804,75,0,24.13033975,1627187627
4495,Industry,Brazil,Manufacturing,10632.42388,190.1199348,Low,9.640493464,100,0,33.26650414,1622828507
4496,Individual,USA,Manufacturing,32788.75917,71.74891075,Medium,6.061212156,0,1,61.78029574,1626120188
4497,Industry,China,IT,26992.10956,80.71013043,Medium,7.931593817,75,0,36.76332799,1618106792
4498,Industry,Germany,Manufacturing,42367.15474,136.7338246,Low,0.279547254,50,0,66.65780353,1670408691
4499,Industry,UK,Residential,28209.8293,97.02390084,Low,9.655500627,100,1,16.53104403,1617811239
4500,Industry,India,Transport,47019.46714,76.62206089,Low,2.545253593,25,0,70.32107029,1639249646
4501,Industry,Brazil,Residential,28667.57597,131.228741,Low,1.810990786,100,1,97.3693918,1621929755
4502,Business,USA,Manufacturing,41201.03597,131.362399,Low,2.003941148,0,1,14.47763001,1646071440
4503,Business,UK,IT,27402.7034,70.04973113,Low,9.441866122,75,1,51.85840255,1664559109
4504,Industry,India,Agriculture,37128.01735,61.07075766,Medium,4.476109608,75,0,79.06897206,1661549337
4505,Individual,UK,Transport,32852.35899,12.451565,Low,4.979696004,75,1,71.39914539,1648750263
4506,Business,China,Residential,45097.31413,3.324908876,Low,7.338801578,0,1,34.40849162,1649929644
4507,Business,UK,Residential,44436.05394,40.83861624,Low,7.550048637,100,0,56.61699937,1632229779
4508,Individual,USA,Manufacturing,8655.925508,174.5780314,Low,6.693132104,0,0,81.39620459,1669429423
4509,Individual,Germany,Manufacturing,48486.03983,33.10859857,Low,1.541357933,50,1,34.61632964,1640889495
